posto,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23
48,251.1356091423316,204.9783183315513,168.95558659164996,142.50326181268636,123.4662299338871,110.80237413174356,104.35562093358044,103.13219194679633,100.05799326526451,95.97819367008488,93.24002711990404,86.48460190214533,81.80988970788565,78.34960363266511,78.0475723135884,83.36554427864753,88.64824093323352,91.79233430102533,89.46182196149995,83.97902211081029,80.02579114375723,76.44248482038859,74.38464230537582,74.02128426679201,73.26385267007275,74.55479326749105,74.77656462583394,74.01478505312299,72.5898805950523,71.39105504889847
49,300.31877622177245,259.1986989271967,216.06905418398395,183.68487608274293,159.9465106897212,144.47931089783611,136.32622747962122,132.7783336712142,130.69346835326874,126.93591950575004,124.29308128851537,119.20230400891454,112.31895851368068,108.37337886225305,111.41714852868606,116.43323472053171,119.51755705102653,121.491734446923,117.67406826457369,111.77494939086893,107.16479269206414,104.30498429212064,105.0244095060024,104.99088911535586,101.99044579060806,100.13497155992712,100.19245975192115,99.04436897476327,97.40841008466373,95.76830744845046
50,387.86796949013967,348.4312425499024,300.71504221996616,264.65519135812804,238.08625150321674,223.65328022995524,221.69631879908903,212.75028500289392,205.57197772545442,200.8917682373832,196.11422553642663,189.81875542650667,181.25852095109167,184.5247250916789,191.2895314155307,198.2227552316486,199.01644573844948,198.9025217209063,191.9438819823957,183.683985145314,177.74908024683498,176.4992280648802,178.05271647249327,176.3723317956854,171.29267010248827,167.5188125617425,166.1489471057123,163.9288040253445,161.25564587141565,158.71731650681212
51,395.26855691695283,359.0216261189252,311.85173136726337,274.3439386179707,246.61993940364707,231.0068020370157,228.20228945377607,219.75016767910722,212.01270135152123,206.94487023483842,202.03522499618188,195.78411450262936,187.32696332553206,189.8106348071828,196.57390950505956,203.67407595892521,204.97763031691184,204.79038380042502,198.28902012236932,189.95989809340006,183.67486337849505,182.03338652603523,183.38789494508507,181.9502718412641,177.05673270070884,173.00301795142934,171.2804820947243,169.05951867358635,166.35102021264407,163.72868033438078
52,409.6708424778637,376.014798188193,329.22494942945895,290.40229704596203,261.4350153653694,244.9112490020308,241.9080990377963,233.42974421400052,224.85676768560057,219.2725119924421,214.0386814019542,207.6612038945629,199.11801269728835,201.59801563401345,208.7286102037035,216.18712630581712,217.72705118093782,217.33180664928346,210.83978449949484,202.25283524632263,195.5612171469642,193.70824475757362,194.98617129541557,193.58760718687893,188.64873743795695,184.22529332722743,182.0769078215329,179.7009381910666,176.86136851437325,174.08346100685753
57,48.09601128466038,48.67196593296367,46.36623957622622,42.90834446452362,42.5510098975735,42.25371659256209,44.6432190809336,44.30070865277374,43.823202376562385,42.43491839896412,38.71355429835506,37.858279661447035,37.332443687697314,46.317984337100235,45.93248436893062,44.534781579100155,43.16584280102925,42.02603892545564,40.65218166000407,39.5720925314518,43.83511502403619,43.640968782818625,42.86472719540598,41.905752214620705,40.87566632991375,39.76497323185982,37.79320532479342,37.134073015221475,35.94850492663883,33.3071963501189
61,627.8427965985518,592.9087887648216,544.7212941102764,495.2101625185584,454.9893265346874,429.89113107772664,420.10020946195095,427.01502967402956,413.488059712892,402.3230412288964,391.58833291650876,382.84930148391766,379.4397038277349,383.27373417403146,400.86935232409394,418.1357237559632,419.52148990957176,411.45311580016505,404.1723984837055,388.2953580555194,371.85647992010814,390.71254965369235,390.82421271528335,384.37597068847685,373.5146910462138,363.46580537475666,355.2144675360936,349.64364791621693,342.6352091458756,336.02259749813015
62,674.9479506238741,651.6354960617471,609.7024858668613,559.2514615642897,516.3270751753078,485.999653123945,470.327422498745,468.61270807903026,462.8882273692527,450.9552868937344,439.42772034476,429.01706979113663,422.8659572929537,424.1017829252879,440.05724930975265,461.63661964868055,464.02075950736867,457.3088253603846,448.10156066984155,434.8567780064715,419.39401872757895,427.6278577504985,438.76222859031105,431.39570583276833,419.73528450183034,408.4680793656005,398.3616044127242,391.21767955330495,384.51197318530876,377.19936458008925
63,778.4977597091943,771.0838988904391,742.5582021269463,693.6344600402392,648.4525809405525,612.3083080919887,588.2661118162883,573.4128270163369,569.732368905049,561.7405837126897,548.5103275808445,535.3467619801104,525.1429551960455,522.5898084711639,538.6770623604705,566.8118853550968,568.2266142080183,561.3740115111594,549.8107798725622,537.2660283992498,524.865917906468,526.5368405364052,544.8048129592564,540.0409127802076,524.9846157475102,511.37139437824146,497.87637651312644,487.7637400358494,480.2079249077122,471.96528750315036
71,16.589197530864134,15.203308641975303,14.222074074074015,13.260901234567953,13.264234567901289,11.859827160493802,12.364703703703663,10.901987654320967,11.406864197530934,10.020975308641992,10.616567901234509,10.26583950617284,12.28856790123451,13.126111111111149,12.980629629629625,11.888827160493916,10.964901234567954,10.503938271604865,10.042975308641884,10.970901234567842,13.031209876543281,13.958802469135797,13.626802469135798,12.071037037036996,10.773864197530933,9.718975308641994,9.2177654320988,9.06840740740737,8.233530864197514,7.825351851851799
72,17.85610128724273,16.363500760493768,15.354595030658366,14.297428615637932,14.316637327160583,13.016353027777736,13.411354899176926,12.00991645473246,12.364271211522704,11.01006985308644,11.45423013148143,11.42425751316872,13.663343777571969,14.761143619547394,14.412834760493862,13.106656068107041,11.926408609876567,11.403059029629533,11.088586807407358,12.257654251851795,14.286512587860178,15.13910522345675,14.605423348765415,13.107047647119265,11.66003540637866,10.528891280864222,9.95587984773669,9.776580205761311,8.976217789094655,8.491267700102817
73,22.46925108539083,20.681038525925672,19.660210941260154,18.226958511579394,18.552910630586656,17.29849565578691,17.76454272795783,16.084450492386672,16.36124253562766,14.628450267314832,14.992849048256128,15.972221628677978,19.7083313441615,21.541833267819143,20.155696971836594,17.740894415097642,15.575661196404216,14.907208374073853,15.166789485802575,17.66127131944441,19.87891822315353,20.137815532576973,18.47364978257709,16.8681198772117,14.900805815174937,13.520274389660525,12.802098458307798,12.590771999897216,11.74595981911018,11.07144526696233
74,122.93574548006994,116.40212923007203,105.78464241877491,98.05908727068946,93.9987995289768,92.39463929544294,90.53870314411891,84.65662989191753,81.45370447701272,80.59231327108365,79.54727365224618,78.087896718534,79.8456513751905,86.47289051471023,95.05409942421628,94.89033855333933,90.31946661650277,88.58647803228209,86.44488581515515,87.09860853851993,93.22120038266038,98.82189681949302,103.13354614798061,102.94127561436306,100.66235328012878,97.89168435217779,94.31260022789955,91.7464982997084,87.62745304114307,84.34089368886106
76,148.09519407062766,141.39642187347272,133.064706960123,121.86435851432971,117.84878260711531,114.67303308568745,113.9652716538244,108.09673417305872,103.75325167943703,99.05781119903591,98.3922003690662,102.13884970891968,110.73198330641358,118.1116567737522,119.78873960589968,118.2073460215851,110.9728066756707,107.24732733587595,108.34191750412637,114.87371777518396,119.39938165772944,121.78414670314977,120.45625189684085,121.72805073469782,117.9085669042166,114.2423142524778,110.56199194736779,107.4470590885619,103.68361600898622,99.1069120683322
77,189.6046439072224,181.40477070633477,171.3191791925442,159.84734983547614,150.6299161263474,147.04518362309028,144.72071380650283,140.82807769265779,134.17528706896428,127.78882066713032,124.64935801418581,127.49234639669511,139.0345540763442,156.0445427752992,165.6746893117535,163.30222966876894,151.20122303142682,139.4836915133283,136.7958034085853,143.72203685495646,156.29447687295482,163.16924193009297,161.797603141938,155.36893508504477,150.0386093041583,142.24941463932618,135.81904175380959,130.602499144195,125.93101483133417,120.90093977166711
78,199.09890319665863,190.8885555918899,181.10550264180873,170.05247765277306,159.37323857922507,153.68773116611408,150.76247167452544,147.63459196231528,141.71284253994762,134.846291497524,130.34013973439423,130.89362292620527,139.8700267135275,157.14948360999387,171.93857926971228,174.41846057186444,164.2530069673566,150.3933279273509,143.42080810407992,146.91225934859787,159.00622641360368,169.2054075785077,170.8907395258915,164.66985899763912,158.02388800915725,150.29733937930257,142.59952438203405,136.31901975005297,131.17026210984108,126.24721760208399
81,264.71624306994755,248.82665614652348,235.32577176010798,223.27474965057786,208.50387891576307,201.3037841924974,196.31239169795214,193.77398245605167,186.419965805521,177.04311736403608,170.80791998881452,170.00327004462147,182.1548792692533,214.3269083738825,248.19279310969375,258.90111204269874,240.72120987740402,212.64498434348155,196.01974624760638,196.9889735201096,218.12483583058025,237.95531969653942,242.6988880590412,226.9841441901316,212.49057814635412,197.2526668924201,183.27856326540993,171.29095801519534,162.89361584961142,157.12644348041962
89,33.431055345521145,31.60822306148388,31.61978972815054,28.774176830235234,25.586801417805237,25.507069774476985,28.493878337687082,27.24173842706092,29.226901860140583,26.99376247105417,27.422009675833618,25.548344552748876,23.70074945992364,30.44445358711054,42.01250615223072,45.01644377880331,40.36364218638384,33.70070670583748,29.878138013175676,29.619391863693423,33.293996695228856,39.971629905262695,40.092759534200034,38.23878154194208,32.36331940832256,28.41768019228806,24.782090991597116,21.70202056623388,21.12088218962116,19.946191199691206
