data_arquivo,data_dado,posto,ena
2020-09-11,2020-09-07,72.0,59.62566667662181
2020-09-11,2020-09-08,72.0,59.453725059118995
2020-09-11,2020-09-09,72.0,57.33617558869441
2020-09-11,2020-09-10,72.0,56.07654920211216
2020-09-11,2020-08-12,73.0,0.0
2020-09-11,2020-08-13,73.0,0.0
2020-09-11,2020-08-14,73.0,0.0
2020-09-11,2020-08-15,73.0,0.0
2020-09-11,2020-08-16,73.0,0.0
2020-09-11,2020-08-17,73.0,0.0
2020-09-11,2020-08-18,73.0,0.0
2020-09-11,2020-08-19,73.0,0.0
2020-09-11,2020-08-20,73.0,0.0
2020-09-11,2020-08-21,73.0,0.0
2020-09-11,2020-08-22,73.0,0.0
2020-09-11,2020-08-23,73.0,0.0
2020-09-11,2020-08-24,73.0,0.0
2020-09-11,2020-08-25,73.0,0.0
2020-09-11,2020-08-26,73.0,0.0
2020-09-11,2020-08-27,73.0,0.0
2020-09-11,2020-08-28,73.0,0.0
2020-09-11,2020-08-29,73.0,0.0
2020-09-11,2020-08-30,73.0,0.0
2020-09-11,2020-08-31,73.0,0.0
2020-09-11,2020-09-01,73.0,0.0
2020-09-11,2020-09-02,73.0,0.0
2020-09-11,2020-09-03,73.0,0.0
2020-09-11,2020-09-04,73.0,0.0
2020-09-11,2020-09-05,73.0,0.0
2020-09-11,2020-09-06,73.0,0.0
2020-09-11,2020-09-07,73.0,0.0
2020-09-11,2020-09-08,73.0,0.0
2020-09-11,2020-09-09,73.0,0.0
2020-09-11,2020-09-10,73.0,0.0
2020-09-11,2020-08-12,74.0,162.98685008067247
2020-09-11,2020-08-13,74.0,179.71731665607146
2020-09-11,2020-08-14,74.0,285.2610670461321
2020-09-11,2020-08-15,74.0,378.35388288649375
2020-09-11,2020-08-16,74.0,567.7243304221394
2020-09-11,2020-08-17,74.0,746.5311938931412
2020-09-11,2020-08-18,74.0,831.8385868714847
2020-09-11,2020-08-19,74.0,1149.8901442699525
2020-09-11,2020-08-20,74.0,1513.637905643125
2020-09-11,2020-08-21,74.0,1441.5053242238162
2020-09-11,2020-08-22,74.0,1309.3380300226595
2020-09-11,2020-08-23,74.0,1220.9913298185122
2020-09-11,2020-08-24,74.0,1156.1560820991851
2020-09-11,2020-08-25,74.0,1096.8361468165906
2020-09-11,2020-08-26,74.0,1035.1993065240945
2020-09-11,2020-08-27,74.0,976.5566816801476
2020-09-11,2020-08-28,74.0,919.34931204916
2020-09-11,2020-08-29,74.0,863.0738436016977
2020-09-11,2020-08-30,74.0,813.5721431639853
2020-09-11,2020-08-31,74.0,770.2880955444085
2020-09-11,2020-09-01,74.0,718.7130888704747
2020-09-11,2020-09-02,74.0,650.2777095355302
2020-09-11,2020-09-03,74.0,550.8120963595086
2020-09-11,2020-09-04,74.0,454.620818372858
2020-09-11,2020-09-05,74.0,385.94027080556845
2020-09-11,2020-09-06,74.0,340.16191213991624
2020-09-11,2020-09-07,74.0,308.67121774767946
2020-09-11,2020-09-08,74.0,284.0090749226515
2020-09-11,2020-09-09,74.0,270.12786191046314
2020-09-11,2020-09-10,74.0,256.63296612927195
2020-09-11,2020-08-12,75.0,254.01434167061973
2020-09-11,2020-08-13,75.0,289.1622105948687
2020-09-11,2020-08-14,75.0,376.9249979549553
2020-09-11,2020-08-15,75.0,498.9379234269455
2020-09-11,2020-08-16,75.0,695.2140061114684
2020-09-11,2020-08-17,75.0,881.3142143982332
2020-09-11,2020-08-18,75.0,1107.7482127206263
2020-09-11,2020-08-19,75.0,1421.2932434217544
2020-09-11,2020-08-20,75.0,1589.0232179947322
2020-09-11,2020-08-21,75.0,1615.0842880227874
2020-09-11,2020-08-22,75.0,1468.9945786702938
2020-09-11,2020-08-23,75.0,1346.4404272104625
2020-09-11,2020-08-24,75.0,1260.077975963495
2020-09-11,2020-08-25,75.0,1194.3472141228513
2020-09-11,2020-08-26,75.0,1135.8680416478635
2020-09-11,2020-08-27,75.0,1068.613163148194
2020-09-11,2020-08-28,75.0,1006.4498797979717
2020-09-11,2020-08-29,75.0,942.816032615091
2020-09-11,2020-08-30,75.0,885.5189452013916
2020-09-11,2020-08-31,75.0,832.7406885235974
2020-09-11,2020-09-01,75.0,785.9029479266269
2020-09-11,2020-09-02,75.0,728.2501487960961
2020-09-11,2020-09-03,75.0,654.3194435084401
2020-09-11,2020-09-04,75.0,566.6002449876253
2020-09-11,2020-09-05,75.0,489.8751630611818
2020-09-11,2020-09-06,75.0,437.95554367440104
2020-09-11,2020-09-07,75.0,402.976620942323
2020-09-11,2020-09-08,75.0,377.50929734871596
2020-09-11,2020-09-09,75.0,362.91887649289237
2020-09-11,2020-09-10,75.0,350.77677916234126
2020-09-11,2020-08-12,76.0,0.0
2020-09-11,2020-08-13,76.0,0.0
2020-09-11,2020-08-14,76.0,0.0
2020-09-11,2020-08-15,76.0,0.0
2020-09-11,2020-08-16,76.0,0.0
2020-09-11,2020-08-17,76.0,0.0
2020-09-11,2020-08-18,76.0,0.0
2020-09-11,2020-08-19,76.0,0.0
2020-09-11,2020-08-20,76.0,0.0
2020-09-11,2020-08-21,76.0,0.0
2020-09-11,2020-08-22,76.0,0.0
2020-09-11,2020-08-23,76.0,0.0
2020-09-11,2020-08-24,76.0,0.0
2020-09-11,2020-08-25,76.0,0.0
2020-09-11,2020-08-26,76.0,0.0
2020-09-11,2020-08-27,76.0,0.0
2020-09-11,2020-08-28,76.0,0.0
2020-09-11,2020-08-29,76.0,0.0
2020-09-11,2020-08-30,76.0,0.0
2020-09-11,2020-08-31,76.0,0.0
2020-09-11,2020-09-01,76.0,0.0
2020-09-11,2020-09-02,76.0,0.0
2020-09-11,2020-09-03,76.0,0.0
2020-09-11,2020-09-04,76.0,0.0
2020-09-11,2020-09-05,76.0,0.0
2020-09-11,2020-09-06,76.0,0.0
2020-09-11,2020-09-07,76.0,0.0
2020-09-11,2020-09-08,76.0,0.0
2020-09-11,2020-09-09,76.0,0.0
2020-09-11,2020-09-10,76.0,0.0
2020-09-11,2020-08-12,77.0,281.5383498972721
2020-09-11,2020-08-13,77.0,315.51697724534785
2020-09-11,2020-08-14,77.0,395.9849489074363
2020-09-11,2020-08-15,77.0,524.1532414014722
2020-09-11,2020-08-16,77.0,836.3354536444095
2020-09-11,2020-08-17,77.0,1080.6731861418866
2020-09-11,2020-08-18,77.0,1333.9371411708012
2020-09-11,2020-08-19,77.0,1802.6202778031518
2020-09-11,2020-08-20,77.0,2134.5358139551777
2020-09-11,2020-08-21,77.0,2125.634491080541
2020-09-11,2020-08-22,77.0,1916.563157461377
2020-09-11,2020-08-23,77.0,1683.3329254856274
2020-09-11,2020-08-24,77.0,1498.4698564743248
2020-09-11,2020-08-25,77.0,1358.4363094810292
2020-09-11,2020-08-26,77.0,1250.0663594222942
2020-09-11,2020-08-27,77.0,1161.427667439526
2020-09-11,2020-08-28,77.0,1087.6154757009683
2020-09-11,2020-08-29,77.0,1019.1985741692278
2020-09-11,2020-08-30,77.0,954.6867702072617
2020-09-11,2020-08-31,77.0,896.7273351725339
2020-09-11,2020-09-01,77.0,846.4733594367445
2020-09-11,2020-09-02,77.0,792.7891774181412
2020-09-11,2020-09-03,77.0,725.5459171693523
2020-09-11,2020-09-04,77.0,644.6351420481585
2020-09-11,2020-09-05,77.0,563.0425936837903
2020-09-11,2020-09-06,77.0,499.8102611390958
2020-09-11,2020-09-07,77.0,456.2086891753066
2020-09-11,2020-09-08,77.0,427.20704984745817
2020-09-11,2020-09-09,77.0,408.0688584250248
2020-09-11,2020-09-10,77.0,395.5151193613189
2020-09-11,2020-08-12,78.0,197.53192151330867
2020-09-11,2020-08-13,78.0,216.13930676632043
2020-09-11,2020-08-14,78.0,262.9330851469243
2020-09-11,2020-08-15,78.0,343.4231325958263
2020-09-11,2020-08-16,78.0,529.7930796178214
2020-09-11,2020-08-17,78.0,717.2847537829898
2020-09-11,2020-08-18,78.0,892.4885887216852
2020-09-11,2020-08-19,78.0,1171.10019938885
2020-09-11,2020-08-20,78.0,1445.1505033575045
2020-09-11,2020-08-21,78.0,1523.4701445883409
2020-09-11,2020-08-22,78.0,1418.6913154829722
2020-09-11,2020-08-23,78.0,1256.4804454355408
2020-09-11,2020-08-24,78.0,1107.8231867582138
2020-09-11,2020-08-25,78.0,992.8622554789347
2020-09-11,2020-08-26,78.0,905.6142348117768
2020-09-11,2020-08-27,78.0,836.7306655713031
2020-09-11,2020-08-28,78.0,780.1903261358548
2020-09-11,2020-08-29,78.0,730.1260374677382
2020-09-11,2020-08-30,78.0,683.5214599463718
2020-09-11,2020-08-31,78.0,640.9373871179225
2020-09-11,2020-09-01,78.0,604.0154951120759
2020-09-11,2020-09-02,78.0,567.7369846808486
2020-09-11,2020-09-03,78.0,525.0207426525851
2020-09-11,2020-09-04,78.0,473.3115459342019
2020-09-11,2020-09-05,78.0,417.54213852085985
2020-09-11,2020-09-06,78.0,368.9885846903353
2020-09-11,2020-09-07,78.0,333.3001061598926
2020-09-11,2020-09-08,78.0,309.490714234259
2020-09-11,2020-09-09,78.0,293.7490944136408
2020-09-11,2020-09-10,78.0,283.44724683920555
2020-09-11,2020-08-12,81.0,63.42907825499186
2020-09-11,2020-08-13,81.0,70.1367622956657
2020-09-11,2020-08-14,81.0,87.19333171582754
2020-09-11,2020-08-15,81.0,114.82221390897206
2020-09-11,2020-08-16,81.0,192.60124365240685
2020-09-11,2020-08-17,81.0,245.732425364422
2020-09-11,2020-08-18,81.0,298.0868091995838
2020-09-11,2020-08-19,81.0,388.60604459040536
2020-09-11,2020-08-20,81.0,474.00469640569617
2020-09-11,2020-08-21,81.0,497.8987937482422
2020-09-11,2020-08-22,81.0,462.2056658946706
2020-09-11,2020-08-23,81.0,410.8562295321777
2020-09-11,2020-08-24,81.0,356.33024970063934
2020-09-11,2020-08-25,81.0,309.9776354466257
2020-09-11,2020-08-26,81.0,275.40045869152755
2020-09-11,2020-08-27,81.0,249.88635001405282
2020-09-11,2020-08-28,81.0,230.19024207918443
2020-09-11,2020-08-29,81.0,213.3501507108476
2020-09-11,2020-08-30,81.0,198.51621031758407
2020-09-11,2020-08-31,81.0,185.27870030451297
2020-09-11,2020-09-01,81.0,174.5583400469615
2020-09-11,2020-09-02,81.0,164.49697042420138
2020-09-11,2020-09-03,81.0,153.7141199011764
2020-09-11,2020-09-04,81.0,141.76205938147288
2020-09-11,2020-09-05,81.0,128.5450221293393
2020-09-11,2020-09-06,81.0,115.74919234953501
2020-09-11,2020-09-07,81.0,104.82138549872252
2020-09-11,2020-09-08,81.0,97.535511224823
2020-09-11,2020-09-09,81.0,92.80305657169123
2020-09-11,2020-09-10,81.0,89.79141679063575
2020-09-11,2020-08-12,89.0,26.57564890890698
2020-09-11,2020-08-13,89.0,28.70178866481419
2020-09-11,2020-08-14,89.0,111.17309227419231
2020-09-11,2020-08-15,89.0,204.9789692493457
2020-09-11,2020-08-16,89.0,337.3435989370777
2020-09-11,2020-08-17,89.0,404.8680022491842
2020-09-11,2020-08-18,89.0,300.16495598986296
2020-09-11,2020-08-19,89.0,297.88451340857534
2020-09-11,2020-08-20,89.0,270.795705428985
2020-09-11,2020-08-21,89.0,226.88997798738185
2020-09-11,2020-08-22,89.0,202.68823167071443
2020-09-11,2020-08-23,89.0,178.08370505878085
2020-09-11,2020-08-24,89.0,145.78348535135513
2020-09-11,2020-08-25,89.0,135.33471439221762
2020-09-11,2020-08-26,89.0,102.21019855885015
2020-09-11,2020-08-27,89.0,84.32654269475177
2020-09-11,2020-08-28,89.0,77.94988086475307
2020-09-11,2020-08-29,89.0,69.02687920760334
2020-09-11,2020-08-30,89.0,59.140254889813995
2020-09-11,2020-08-31,89.0,54.2290881471702
2020-09-11,2020-09-01,89.0,49.59301358027884
2020-09-11,2020-09-02,89.0,50.85249922665158
2020-09-11,2020-09-03,89.0,47.32143744330621
2020-09-11,2020-09-04,89.0,48.56696489322335
2020-09-11,2020-09-05,89.0,46.846025305172866
2020-09-11,2020-09-06,89.0,43.02402015055135
2020-09-11,2020-09-07,89.0,50.221439888754865
2020-09-11,2020-09-08,89.0,82.33694478866845
2020-09-11,2020-09-09,89.0,103.60139806731026
2020-09-11,2020-09-10,89.0,107.65659333988935
2020-09-11,2020-08-12,92.0,404.7460721618802
2020-09-11,2020-08-13,92.0,416.1407232371714
2020-09-11,2020-08-14,92.0,781.9178776041304
2020-09-11,2020-08-15,92.0,2229.3122438311098
2020-09-11,2020-08-16,92.0,2642.758137262721
2020-09-11,2020-08-17,92.0,2980.6825711776696
2020-09-11,2020-08-18,92.0,2846.608938632597
2020-09-11,2020-08-19,92.0,2108.391471499337
2020-09-11,2020-08-20,92.0,1848.5160153546915
2020-09-11,2020-08-21,92.0,1647.7907620237067
2020-09-11,2020-08-22,92.0,1425.0285360528835
2020-09-11,2020-08-23,92.0,1206.5560874147645
2020-09-11,2020-08-24,92.0,1026.6071975921202
2020-09-11,2020-08-25,92.0,897.164302158307
2020-09-11,2020-08-26,92.0,812.493798968908
2020-09-11,2020-08-27,92.0,744.0787389292359
2020-09-11,2020-08-28,92.0,676.3769875330428
2020-09-11,2020-08-29,92.0,622.7431212220324
2020-09-11,2020-08-30,92.0,579.4402883632687
2020-09-11,2020-08-31,92.0,538.0950018764643
2020-09-11,2020-09-01,92.0,506.2496300337984
2020-09-11,2020-09-02,92.0,486.3748724470729
2020-09-11,2020-09-03,92.0,472.5324961745963
2020-09-11,2020-09-04,92.0,453.56744455121213
2020-09-11,2020-09-05,92.0,440.8068705280848
2020-09-11,2020-09-06,92.0,434.3428315521225
2020-09-11,2020-09-07,92.0,447.34213206012294
2020-09-11,2020-09-08,92.0,594.351912992889
2020-09-11,2020-09-09,92.0,943.9794082955008
2020-09-11,2020-09-10,92.0,1206.4602265326632
2020-09-11,2020-08-12,93.0,164.17135491358172
2020-09-11,2020-08-13,93.0,170.83607594692322
2020-09-11,2020-08-14,93.0,263.33255127666644
2020-09-11,2020-08-15,93.0,557.9529334575776
2020-09-11,2020-08-16,93.0,362.45187621267564
2020-09-11,2020-08-17,93.0,317.33054870982113
2020-09-11,2020-08-18,93.0,256.19877344754644
2020-09-11,2020-08-19,93.0,220.25600160324313
2020-09-11,2020-08-20,93.0,184.04430870332226
2020-09-11,2020-08-21,93.0,157.82623630481496
2020-09-11,2020-08-22,93.0,147.52475190028906
2020-09-11,2020-08-23,93.0,133.9035894229024
2020-09-11,2020-08-24,93.0,115.37606381790992
2020-09-11,2020-08-25,93.0,117.98475053717304
2020-09-11,2020-08-26,93.0,100.26836886684549
2020-09-11,2020-08-27,93.0,102.88333226631298
2020-09-11,2020-08-28,93.0,99.73879616076228
2020-09-11,2020-08-29,93.0,89.58036843154991
2020-09-11,2020-08-30,93.0,92.23216093787563
2020-09-11,2020-08-31,93.0,93.820846785273
2020-09-11,2020-09-01,93.0,94.19790745717314
2020-09-11,2020-09-02,93.0,93.21221049820359
2020-09-11,2020-09-03,93.0,87.16688808020338
2020-09-11,2020-09-04,93.0,86.62530255043781
2020-09-11,2020-09-05,93.0,81.71142838264288
2020-09-11,2020-09-06,93.0,85.39154763997354
2020-09-11,2020-09-07,93.0,88.50520861037718
2020-09-11,2020-09-08,93.0,141.50797304856513
2020-09-11,2020-09-09,93.0,160.62373169610515
2020-09-11,2020-09-10,93.0,135.56181895072055
2020-09-11,2020-08-12,94.0,310.0381936914921
2020-09-11,2020-08-13,94.0,358.37693594343943
2020-09-11,2020-08-14,94.0,456.5000193390568
2020-09-11,2020-08-15,94.0,799.2090028328345
2020-09-11,2020-08-16,94.0,1514.317372357496
2020-09-11,2020-08-17,94.0,1680.273175640067
2020-09-11,2020-08-18,94.0,1768.1343733617646
2020-09-11,2020-08-19,94.0,1599.9509945028756
2020-09-11,2020-08-20,94.0,1217.3113625921194
2020-09-11,2020-08-21,94.0,1061.9343572597636
2020-09-11,2020-08-22,94.0,938.9422929136057
2020-09-11,2020-08-23,94.0,814.3342956080791
2020-09-11,2020-08-24,94.0,696.9371727575557
2020-09-11,2020-08-25,94.0,603.8211882996937
2020-09-11,2020-08-26,94.0,537.3901984771345
2020-09-11,2020-08-27,94.0,491.34081158562066
2020-09-11,2020-08-28,94.0,453.8543309527424
2020-09-11,2020-08-29,94.0,416.4037129528515
2020-09-11,2020-08-30,94.0,385.95722071420823
2020-09-11,2020-08-31,94.0,361.6482058997303
2020-09-11,2020-09-01,94.0,339.65763914000263
2020-09-11,2020-09-02,94.0,323.6003930301929
2020-09-11,2020-09-03,94.0,312.81425274587
2020-09-11,2020-09-04,94.0,301.05567667500486
2020-09-11,2020-09-05,94.0,290.6120434070922
2020-09-11,2020-09-06,94.0,282.9001056769074
2020-09-11,2020-09-07,94.0,281.64544365597936
2020-09-11,2020-09-08,94.0,301.5029101965974
2020-09-11,2020-09-09,94.0,399.7448017189445
2020-09-11,2020-09-10,94.0,569.6730476369662
2020-09-11,2020-08-12,97.0,113.33247576856449
2020-09-11,2020-08-13,97.0,156.15563526762082
2020-09-11,2020-08-14,97.0,169.54509535286076
2020-09-11,2020-08-15,97.0,338.02511746018774
2020-09-11,2020-08-16,97.0,358.7270377702119
2020-09-11,2020-08-17,97.0,226.8029958879059
2020-09-11,2020-08-18,97.0,159.82514606019706
2020-09-11,2020-08-19,97.0,130.91210624333664
2020-09-11,2020-08-20,97.0,115.82088628654456
2020-09-11,2020-08-21,97.0,99.40602111137166
2020-09-11,2020-08-22,97.0,83.95301198290906
2020-09-11,2020-08-23,97.0,73.54701971822931
2020-09-11,2020-08-24,97.0,63.989427438258964
2020-09-11,2020-08-25,97.0,57.75547245715765
2020-09-11,2020-08-26,97.0,53.01915880669257
2020-09-11,2020-08-27,97.0,50.32532561623145
2020-09-11,2020-08-28,97.0,43.17733960541327
2020-09-11,2020-08-29,97.0,41.620107110575816
2020-09-11,2020-08-30,97.0,41.33220421094263
2020-09-11,2020-08-31,97.0,41.132615287410225
2020-09-11,2020-09-01,97.0,35.068506469811005
2020-09-11,2020-09-02,97.0,36.628799311209285
2020-09-11,2020-09-03,97.0,34.80762568281585
2020-09-11,2020-09-04,97.0,38.671085319608075
2020-09-11,2020-09-05,97.0,37.371813237797255
2020-09-11,2020-09-06,97.0,47.2409527945279
2020-09-11,2020-09-07,97.0,65.39944892119652
2020-09-11,2020-09-08,97.0,95.27891991583529
2020-09-11,2020-09-09,97.0,141.76874253003402
2020-09-11,2020-09-10,97.0,124.31072496326358
2020-09-11,2020-08-12,98.0,136.71888749995958
2020-09-11,2020-08-13,98.0,275.0639493333262
2020-09-11,2020-08-14,98.0,282.5999550833343
2020-09-11,2020-08-15,98.0,624.3696479583798
2020-09-11,2020-08-16,98.0,566.3939233332865
2020-09-11,2020-08-17,98.0,331.1016594166664
2020-09-11,2020-08-18,98.0,235.4899727917136
2020-09-11,2020-08-19,98.0,198.3658413749998
2020-09-11,2020-08-20,98.0,174.96929829166697
2020-09-11,2020-08-21,98.0,135.37804854162593
2020-09-11,2020-08-22,98.0,111.40553937504087
2020-09-11,2020-08-23,98.0,96.93309762499928
2020-09-11,2020-08-24,98.0,88.22668237496029
2020-09-11,2020-08-25,98.0,80.9088345
2020-09-11,2020-08-26,98.0,75.58457399999998
2020-09-11,2020-08-27,98.0,74.822553
2020-09-11,2020-08-28,98.0,54.78789875003979
2020-09-11,2020-08-29,98.0,56.86325043750038
2020-09-11,2020-08-30,98.0,54.286011
2020-09-11,2020-08-31,98.0,55.00459900000031
2020-09-11,2020-09-01,98.0,44.49965406249952
2020-09-11,2020-09-02,98.0,54.57969075000018
2020-09-11,2020-09-03,98.0,50.009624437500385
2020-09-11,2020-09-04,98.0,61.992136374999205
2020-09-11,2020-09-05,98.0,45.80842175000028
2020-09-11,2020-09-06,98.0,61.41658575000018
2020-09-11,2020-09-07,98.0,92.55517375000048
2020-09-11,2020-09-08,98.0,169.64836497916667
2020-09-11,2020-09-09,98.0,283.05702262499943
2020-09-11,2020-09-10,98.0,195.18327562499957
2020-09-11,2020-08-12,99.0,19.778672327085168
2020-09-11,2020-08-13,99.0,19.913878327080983
2020-09-11,2020-08-14,99.0,19.914816327085177
2020-09-11,2020-08-15,99.0,19.915405927080982
2020-09-11,2020-08-16,99.0,19.91578112708517
2020-09-11,2020-08-17,99.0,19.91607592708102
2020-09-11,2020-08-18,99.0,19.91635732708517
2020-09-11,2020-08-19,99.0,19.807106731595415
2020-09-11,2020-08-20,99.0,19.6977221361135
2020-09-11,2020-08-21,99.0,19.58821694062381
2020-09-11,2020-08-22,99.0,19.52855518541948
2020-09-11,2020-08-23,99.0,19.468759430207733
2020-09-11,2020-08-24,99.0,19.60225023020774
2020-09-11,2020-08-25,99.0,19.60119602708381
2020-09-11,2020-08-26,99.0,19.600664423959852
2020-09-11,2020-08-27,99.0,19.407382265627845
2020-09-11,2020-08-28,99.0,19.60215622083213
2020-09-11,2020-08-29,99.0,19.469389020832125
2020-09-11,2020-08-30,99.0,19.470219820832128
2020-09-11,2020-08-31,99.0,19.21794151041607
2020-09-11,2020-09-01,99.0,19.3671272
2020-09-11,2020-09-02,99.0,19.381642889583933
2020-09-11,2020-09-03,99.0,19.425524958332
2020-09-11,2020-09-04,99.0,19.24581169583184
2020-09-11,2020-09-05,99.0,19.25844698853974
2020-09-11,2020-09-06,99.0,19.2988584572915
2020-09-11,2020-09-07,99.0,19.293257257291508
2020-09-11,2020-09-08,99.0,19.08360483541722
2020-09-11,2020-09-09,99.0,19.05017012939928
2020-09-11,2020-09-10,99.0,19.124914720661227
2020-09-11,2020-08-12,101.0,57.04838220626918
2020-09-11,2020-08-13,101.0,77.00348256519261
2020-09-11,2020-08-14,101.0,130.12799864986644
2020-09-11,2020-08-15,101.0,439.2471444609017
2020-09-11,2020-08-16,101.0,478.72439180216276
2020-09-11,2020-08-17,101.0,498.86713986053667
2020-09-11,2020-08-18,101.0,342.46022011157686
2020-09-11,2020-08-19,101.0,272.9224837681722
2020-09-11,2020-08-20,101.0,279.42993516674744
2020-09-11,2020-08-21,101.0,243.12974879543012
2020-09-11,2020-08-22,101.0,195.17999513090888
2020-09-11,2020-08-23,101.0,163.27314519500018
2020-09-11,2020-08-24,101.0,144.92498233233573
2020-09-11,2020-08-25,101.0,135.17385798181292
2020-09-11,2020-08-26,101.0,122.34563868479424
2020-09-11,2020-08-27,101.0,108.85821742862656
2020-09-11,2020-08-28,101.0,101.67734362387225
2020-09-11,2020-08-29,101.0,96.5969839483265
2020-09-11,2020-08-30,101.0,93.94225230814295
2020-09-11,2020-08-31,101.0,87.89486530228174
2020-09-11,2020-09-01,101.0,82.98082399290644
2020-09-11,2020-09-02,101.0,78.73525715471486
2020-09-11,2020-09-03,101.0,75.01931822755627
2020-09-11,2020-09-04,101.0,82.39760385360553
2020-09-11,2020-09-05,101.0,75.98794444957656
2020-09-11,2020-09-06,101.0,69.64315737001458
2020-09-11,2020-09-07,101.0,68.2281447522076
2020-09-11,2020-09-08,101.0,121.02357266522124
2020-09-11,2020-09-09,101.0,160.52321166587743
2020-09-11,2020-09-10,101.0,132.69915505258527
2020-09-11,2020-08-12,102.0,56.0403198983786
2020-09-11,2020-08-13,102.0,78.00973670555105
2020-09-11,2020-08-14,102.0,95.28973738040024
2020-09-11,2020-08-15,102.0,127.83604008568965
2020-09-11,2020-08-16,102.0,147.68987122165137
2020-09-11,2020-08-17,102.0,159.52895970747298
2020-09-11,2020-08-18,102.0,136.13675980055848
2020-09-11,2020-08-19,102.0,89.08619473459606
2020-09-11,2020-08-20,102.0,68.28343331218299
2020-09-11,2020-08-21,102.0,61.61652012361642
2020-09-11,2020-08-22,102.0,55.67292193982208
2020-09-11,2020-08-23,102.0,52.1104998365434
2020-09-11,2020-08-24,102.0,49.28166213534216
2020-09-11,2020-08-25,102.0,47.70978345239392
2020-09-11,2020-08-26,102.0,45.90214934794418
2020-09-11,2020-08-27,102.0,44.59852107643254
2020-09-11,2020-08-28,102.0,42.92412903995172
2020-09-11,2020-08-29,102.0,42.47133838021615
2020-09-11,2020-08-30,102.0,40.89457408093764
2020-09-11,2020-08-31,102.0,39.60666033025576
2020-09-11,2020-09-01,102.0,36.796684971240495
2020-09-11,2020-09-02,102.0,35.876277745661774
2020-09-11,2020-09-03,102.0,35.627808110435815
2020-09-11,2020-09-04,102.0,35.26255592343338
2020-09-11,2020-09-05,102.0,35.47232864389717
2020-09-11,2020-09-06,102.0,34.630332511567374
2020-09-11,2020-09-07,102.0,36.491073914235045
2020-09-11,2020-09-08,102.0,38.27107405939839
2020-09-11,2020-09-09,102.0,40.62019659715372
2020-09-11,2020-09-10,102.0,41.18292190069712
2020-09-11,2020-08-12,103.0,75.51458474871349
2020-09-11,2020-08-13,103.0,99.27147103289423
2020-09-11,2020-08-14,103.0,125.83665604322094
2020-09-11,2020-08-15,103.0,164.33253883334726
2020-09-11,2020-08-16,103.0,198.35209423185614
2020-09-11,2020-08-17,103.0,218.85196238831261
2020-09-11,2020-08-18,103.0,202.79903835910184
2020-09-11,2020-08-19,103.0,147.90812131638717
2020-09-11,2020-08-20,103.0,106.06257344423088
2020-09-11,2020-08-21,103.0,89.9111469078244
2020-09-11,2020-08-22,103.0,81.19980848762509
2020-09-11,2020-08-23,103.0,75.04592596978134
2020-09-11,2020-08-24,103.0,70.7133768120592
2020-09-11,2020-08-25,103.0,67.89927013121753
2020-09-11,2020-08-26,103.0,65.46809303533665
2020-09-11,2020-08-27,103.0,63.39204516855026
2020-09-11,2020-08-28,103.0,61.21303639802992
2020-09-11,2020-08-29,103.0,59.9908612007705
2020-09-11,2020-08-30,103.0,58.3099002106431
2020-09-11,2020-08-31,103.0,56.35898808656757
2020-09-11,2020-09-01,103.0,53.133018553731326
2020-09-11,2020-09-02,103.0,50.93288971148339
2020-09-11,2020-09-03,103.0,50.26146164053868
2020-09-11,2020-09-04,103.0,49.80332360738458
2020-09-11,2020-09-05,103.0,49.82322778167606
2020-09-11,2020-09-06,103.0,49.14180513977368
2020-09-11,2020-09-07,103.0,50.46650201884409
2020-09-11,2020-09-08,103.0,53.01032989631162
2020-09-11,2020-09-09,103.0,56.04397604041654
2020-09-11,2020-09-10,103.0,57.69130463317192
2020-09-11,2020-08-12,110.0,0.0
2020-09-11,2020-08-13,110.0,0.0
2020-09-11,2020-08-14,110.0,0.0
2020-09-11,2020-08-15,110.0,0.0
2020-09-11,2020-08-16,110.0,0.0
2020-09-11,2020-08-17,110.0,0.0
2020-09-11,2020-08-18,110.0,0.0
2020-09-11,2020-08-19,110.0,0.0
2020-09-11,2020-08-20,110.0,0.0
2020-09-11,2020-08-21,110.0,0.0
2020-09-11,2020-08-22,110.0,0.0
2020-09-11,2020-08-23,110.0,0.0
2020-09-11,2020-08-24,110.0,0.0
2020-09-11,2020-08-25,110.0,0.0
2020-09-11,2020-08-26,110.0,0.0
2020-09-11,2020-08-27,110.0,0.0
2020-09-11,2020-08-28,110.0,0.0
2020-09-11,2020-08-29,110.0,0.0
2020-09-11,2020-08-30,110.0,0.0
2020-09-11,2020-08-31,110.0,0.0
2020-09-11,2020-09-01,110.0,0.0
2020-09-11,2020-09-02,110.0,0.0
2020-09-11,2020-09-03,110.0,0.0
2020-09-11,2020-09-04,110.0,0.0
2020-09-11,2020-09-05,110.0,0.0
2020-09-11,2020-09-06,110.0,0.0
2020-09-11,2020-09-07,110.0,0.0
2020-09-11,2020-09-08,110.0,0.0
2020-09-11,2020-09-09,110.0,0.0
2020-09-11,2020-09-10,110.0,0.0
2020-09-11,2020-08-12,111.0,190.82774782500167
2020-09-11,2020-08-13,111.0,222.2424963733329
2020-09-11,2020-08-14,111.0,216.00848826333183
2020-09-11,2020-08-15,111.0,286.1663275716669
2020-09-11,2020-08-16,111.0,268.43549454333333
2020-09-11,2020-08-17,111.0,192.6278996583345
