posto,2019-09-25 00:00:00,2019-09-26 00:00:00,2019-09-27 00:00:00,2019-09-28 00:00:00,2019-09-29 00:00:00,2019-09-30 00:00:00,2019-10-01 00:00:00,2019-10-02 00:00:00,2019-10-03 00:00:00,2019-10-04 00:00:00,2019-10-05 00:00:00,2019-10-06 00:00:00,2019-10-07 00:00:00,2019-10-08 00:00:00,2019-10-09 00:00:00,2019-10-10 00:00:00,2019-10-11 00:00:00,2019-10-12 00:00:00,2019-10-13 00:00:00,2019-10-14 00:00:00,2019-10-15 00:00:00,2019-10-16 00:00:00,2019-10-17 00:00:00,2019-10-18 00:00:00,2019-10-19 00:00:00,2019-10-20 00:00:00,2019-10-21 00:00:00,2019-10-22 00:00:00,2019-10-23 00:00:00,2019-10-24 00:00:00,prod,nome,ree,sub_mer,bacia,tipo
31,278.15680541380584,289.20708893611044,317.01579475300196,355.7604809222961,385.5350329593905,389.91833465544914,371.1257183076448,346.31266931314735,326.9137446286323,312.5689432495159,300.8486032449876,292.8530916136211,290.2126339780452,293.5664377170516,309.6231967892835,327.58369726377964,345.189440816011,349.4807115876409,346.74270719485486,338.88793841738175,326.55059708660156,307.22130342183414,292.8650987131349,283.7720403840544,276.1494136278579,267.1288855624889,262.732180044458,264.81885849078066,270.85081337908673,275.4908308595559,0.6813,ITUMBIARA,10.0,SE,PARANAÍBA,0.0
33,532.2971320480651,558.9705782372442,610.855311116539,667.7299843305555,717.9169211717474,751.7614103452377,734.1246052518061,713.9130073361202,669.8788798516724,633.8714702657035,610.9489811751705,589.5269399755745,583.9841933670984,600.6546919099477,630.5244770995452,675.127116418907,701.8144802804525,730.7865108942451,735.1790000932206,713.4956935882176,682.9729794702723,663.8602952446346,630.4124745567085,613.810404664337,596.3198063592781,563.6443930416551,553.279956427525,588.6602679532382,621.5440856874484,638.9668769291709,0.6241,SAO SIMAO,10.0,SE,PARANAÍBA,0.0
99,51.752049691359325,51.403716358025996,51.50619407793332,49.938865875773935,50.04067692901456,50.415679494601534,51.066346161261286,51.107682060181595,50.75801539351493,51.350679494601536,53.162338464507286,54.72369745370343,56.61772310956624,56.68408979552331,56.39142569444362,56.375425694443614,56.35975902777695,56.954089795523316,57.02331317515401,58.1964059992281,59.54732185571496,59.69689386574533,59.352893865745386,57.16607083333262,55.96625995370234,56.31893090277338,58.319255787036326,59.84472488425714,59.642922453708756,59.55236093750243,0.3995,ESPORA,10.0,SE,PARANAÍBA,0.0
247,74.01774477957524,77.41434717692205,78.20833083938486,77.08471699030902,74.8376831303392,71.77582092877005,68.30231756349936,65.57286546192536,64.87721588652792,66.2933042934475,70.40129423019697,76.28000539640087,84.0892035702826,91.13093148563846,96.0430822784255,96.21942976029504,92.3080902539289,86.20502155774638,80.87381816464973,77.11440436046902,74.65869827531733,72.76303188071067,71.71407732862707,72.44326150507626,74.54610664190373,78.93947372939097,84.08699547043557,88.66372695631554,90.91842251759294,91.36465051723916,0.2452,CACU,10.0,SE,PARANAÍBA,0.0
294,101.55458911979972,99.22302877869897,95.49568458267117,91.54752043327818,89.45083821363218,87.53546658437956,88.1503754905963,89.55908035361114,91.66140180570993,94.03149926950954,96.54347223664281,99.50107129180857,102.66362221512111,106.06153454095055,108.70120579089784,110.82366120344916,111.1034049048374,110.4012331699313,108.9717058606501,105.77284729380608,103.87579709275889,102.9927306003949,102.63576269806292,103.26930630262342,107.07718751894852,110.77015828405706,114.52666830113932,118.3345595454607,120.82018714531513,121.89424658594473,0.4492,SALTO,10.0,SE,PARANAÍBA,0.0
117,19.169015555555553,18.367084444444448,17.741081481481483,17.79487851851852,17.42591777777778,17.037200000000002,17.83126,17.225340000000003,16.2194,17.21326,17.60734,18.2014,18.59546,19.38954,18.983600000000003,18.37746,17.17134,17.5652,16.55906,16.35332,15.74778,17.54262,16.737679999999997,16.73312,17.32858,17.32442,15.520480000000001,16.11672,16.56485,15.313166666666667,,,,,,
161,70.9535657139554,65.7340980636502,59.52307770291028,56.299050546115154,48.87533333333334,45.184666666666665,47.826,47.135,45.11033333333333,39.41833333333333,42.059000000000005,52.699666666666666,67.67399999999999,85.64833333333333,78.955,71.26100000000001,55.89966666666667,53.87200000000001,50.178,45.81733333333333,45.45666666666667,43.76266666666666,53.40266666666667,63.37633333333334,69.017,62.65766666666667,52.29933333333333,46.94200000000001,43.58566666666667,42.9075,,,,,,
237,193.37227035222162,191.74981067243127,191.24035220016924,189.2514156842163,184.3566983666061,175.21042294648885,162.09415018711977,151.08732986661283,145.10064074506346,139.83910897483113,133.86493464607523,133.7697061939071,136.1891494859841,140.15870388384317,164.26972725924617,202.12502656554472,192.85788525709287,177.3650942243828,160.60771490754047,156.85168929922088,150.6798434442634,143.65675090623517,140.89825842399705,139.82242796897535,150.1995816968348,168.59384250965215,171.564304630125,157.1472501954227,145.67400415964323,138.35387619435525,,,,,,
238,225.5682633953515,224.02042066231894,221.83066256963224,220.16098230329993,216.39360906985834,208.99288079543982,197.55176468070997,185.15778395465338,176.39719512807181,171.2962391793925,165.76471764377794,163.15851982276962,163.88243472884614,167.05326801826283,181.19763257155336,211.97295185683546,226.08089207798395,212.7781420879412,196.9748918437409,186.50756699226375,181.85572146063393,175.44558207802635,170.59770001234193,168.69268972981664,172.6726872023295,186.92340285045998,197.24664188655595,191.5118276127722,178.1149307386376,168.49174484365966,,,,,,
239,286.2375404325201,285.32145354548743,281.2904901122693,278.55177191485353,275.20690166683124,268.89129362092734,258.87424261804546,246.3170985997983,235.23220317595255,229.30796780342502,224.1578288745317,220.9134000403739,219.1291864363241,221.03102855877012,229.88886662825814,251.94882529443277,274.03232839333276,272.6595090258275,258.72571178683154,245.18519168959602,238.22606074250376,233.05548646531636,227.5090344325368,224.1559668562589,223.90311828794822,232.7587541248406,244.3547883111019,246.6268401052165,236.1918345651986,224.24601460595144,,,,,,
240,326.6878225509537,336.3111204778236,338.3325092747342,334.2620708219363,332.1856798559659,326.6243030796026,320.49715310273075,309.68425246587697,295.68358450915616,283.0077784837081,275.95488155050776,269.33257877359057,265.3855522252865,266.22270221496075,268.66029201662184,276.6907426804411,297.9942737334202,320.0883045032753,320.35693225515513,307.7722708016192,292.8042846132,283.7937538076218,276.9940640774871,272.77609837158514,268.64843540574276,268.29848002634833,274.4794104288032,286.5333977989931,290.2754473064813,282.708179724959,,,,,,
242,336.3070592889736,351.27002959891433,358.08573234492764,357.0433190634858,354.25449997919355,349.65612501864683,343.6655385716915,334.7722642367689,321.7196746727506,307.81936428268153,297.699598974521,290.32664774811803,284.80990283525483,284.21034876685616,286.29559475184425,291.5419951430918,306.4429786593512,328.11491339552623,338.9247193247333,332.8018811656166,318.59378033971007,306.08778906139565,297.5946198953758,292.4716659559845,288.1697163374186,285.9901031257433,288.3267471352441,297.60559025237393,305.6634441649405,304.30906214088975,,,,,,
243,317.4819643262425,328.55812651099365,343.2566317077285,356.9966885393861,361.49038275472583,360.78163556225417,358.0574033819141,353.06900983547973,346.489212289548,336.6435412108435,323.4025554879314,311.0245222413559,301.05455640601525,294.2628984246641,290.3714440800597,290.5909555805634,292.82544754806906,300.9105328475537,317.74887267672807,337.4767069413201,343.3255782611447,335.47859602263213,321.6654355518775,310.59464861116044,302.91946142640097,297.3766470910255,294.0732260186268,293.5395398503404,297.4357113367486,306.9514110082932,,,,,,
47,108.28759838812617,119.1721962599463,102.76391107646228,94.38596590173651,93.11147920176029,84.35065665003279,77.92031307287317,73.48670267782597,66.35181400849369,61.672445509430304,59.00053369825447,57.83624682852603,57.176745415210654,56.001173516026384,56.1909115414703,66.0209597247831,76.57061977897132,76.53370446331392,69.37508758387783,63.966544706300034,60.92607608917605,57.7918582549243,54.86874476234922,53.815291476303805,64.79012493229274,64.55765674055584,61.98633971266288,61.60429154954395,64.38540414148353,63.65553109151269,0.2926,JURUMIRIM,12.0,SE,PARANAPANEMA (SE),0.0
57,137.73077862178565,131.17043870634816,118.71252668913681,110.06140582602404,102.16648341540821,91.01047373925144,90.01075810337564,86.55876343260599,81.24835319009726,81.17051273857088,79.22884544120598,77.22494746639667,79.45140936904873,85.54015882294001,88.56906290879772,91.40273569308884,91.16337999318115,87.32348912834897,80.80456771344447,77.5614428128246,81.32645704456314,90.13706484208848,93.4431240151784,110.4854883483562,143.46959845370316,118.8293640117456,113.10500611596275,113.92021199759014,109.06775066656124,102.53181665498684,1.0462,MAUA,11.0,S,PARANAPANEMA (S),0.0
61,528.2912263836937,521.5466549839157,512.5497313618343,492.778366302634,471.3371186166537,456.4824923702366,445.1126264782715,435.5774642795765,418.16138377032036,392.93638848481913,380.0826962213621,377.71256998770696,380.7572856446734,374.47223015261943,368.78586577257704,382.4037133296986,385.30206765176536,388.1105178533825,397.1825381209002,383.11194623825514,370.4762868344442,375.7327975196914,381.25118615744,390.27434991941027,399.95932959587645,420.4328161458681,429.09517237734326,438.4475099030069,447.368966287866,428.79554180464515,0.3978,CAPIVARA,12.0,SE,PARANAPANEMA (SE),0.0
