2,43.89769993097117
7,223.439741859418
15,32.22368451851854
22,18.19101816676266
23,30.68036464389762
32,350.222094719272
48,52.52727804454355
55,44.39041442593025
62,378.4629069759073
72,21.240047962963054
76,325.4902084884947
78,361.5104615073136
89,248.32055487933752
97,1396.259714425817
103,802.009708612661
110,100.9122615466669
116,5.018792800000001
122,32.22942898642091
123,82.14529185849236
129,246.18866660398658
141,134.9415361891684
155,45.22740351666208
183,30.586663827777773
191,142.67651663356781
198,36.4127549925926
204,272.0760672520643
206,96.17947815278744
217,890.1026166900425
227,455.29547380009683
241,115.21380519984477
248,84.66828890667396
252,46.8251037037037
263,37.598031914814875
273,306.46356103104915
285,5938.62639066059
303,2.266572666666667
