,2019-10-22,2019-10-23,2019-10-24,2019-10-25,2019-10-26,2019-10-27,2019-10-28,2019-10-29,2019-10-30,2019-10-31,2019-11-01,2019-11-02,2019-11-03,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-09,2019-11-10,2019-11-11,2019-11-12,2019-11-13,2019-11-14,2019-11-15,2019-11-16,2019-11-17,2019-11-18,2019-11-19,2019-11-20
76,414.58230051912074,402.40777731889915,385.5437751397805,350.8032341168219,321.11305587830645,304.0148858937976,313.12839903731435,341.17360050653815,354.4140721794005,335.59133331777844,319.9546646959002,313.525247958391,313.8480034194875,322.93456375297427,339.1067932402117,365.3398673250564,405.9649932304085,417.500586409405,390.34536135768377,382.9076431837242,448.03979411743927,538.1580937986621,546.5705004505621,513.367148011512,517.5005339528943,529.6807052303582,503.80208413366415,455.36834254607885,417.32583090829536,386.16225002579176
77,485.9878711773249,468.9446385162082,447.9200827703928,413.87544401946747,379.3144077539743,363.5855443745792,373.8986524560434,406.5216484774545,429.58196398736544,419.86824157886787,392.8681495640449,373.4529194205626,365.0851949325415,372.652318533116,398.6497201541143,433.48210229665926,474.16503356884056,505.3303585649115,514.5052640025378,519.1846315417421,560.0613810130434,633.9775914080782,689.5645962197158,701.8171310461063,715.7328560214186,725.0994563324381,694.3856336137346,623.4723036087512,555.2176919900486,506.9511807832245
78,495.054992988292,483.2081912361178,462.9792198126306,433.2382515730938,398.33899316089287,376.06880974562347,378.1817137183964,404.8942451722371,432.77196682119865,435.5423251009268,413.70809190355453,389.387905980347,375.4492668025508,377.67144806991377,400.46809629351344,436.0432850705988,476.55215716839433,512.5508125572893,534.3946780701934,544.6082283263331,571.3466357703717,629.3378297434804,695.2153094000522,732.716136423999,753.1084224594825,763.762902943587,743.2976872280092,680.5708514811981,605.3909334978415,545.9750652305123
81,549.2014515463055,550.2605624015565,529.534112444442,496.1369388218857,459.20367850315375,439.5632835547596,448.95915267060167,488.97674200630416,524.7168799011114,532.9879962840934,509.6357575364546,473.28120499356436,444.8555438341757,445.9882196464904,491.01314848946527,556.2643270364954,615.3934370026913,662.5871389590081,718.7317782480069,767.2973158240895,798.0579430073607,824.0587262151573,899.7429427514487,1007.0053514463324,1100.0451523777506,1122.1037518971623,1070.9237481791288,962.029436078743,843.3163383980564,748.6555106982173
89,217.20604264387558,235.4746149794261,218.15444195381446,180.5798639172024,164.21378366608798,135.30068463973998,139.40711950549374,257.95587236921523,226.84092995604053,213.67089767474425,318.3465023252558,310.49764565672695,282.42912093905693,323.4578408641392,530.7928744099652,848.4174504545742,672.5754999999998,637.4815161230723,578.1328440560092,561.0640204972161,579.57181386806,512.9552324441556,534.0334052267144,444.35038712351763,413.704,347.3282760512035,309.91980828567785,285.02728424715116,252.21438254095008,209.57649559734486
92,1087.4469809525083,1002.0612947999631,906.5585990727434,783.9466151818029,666.7821194842071,590.1271241623696,567.9790355698806,613.1429222689309,767.2075596668036,896.101362855475,1276.340454107615,1684.3456137957455,1764.4430524759027,1355.6363352796307,1899.2824251976513,2948.4683776215315,3708.2982405517687,3355.4832852283266,2250.006487052397,2166.7033319921106,2043.4571666187335,1789.92199934885,1636.992097105795,1412.616318452001,1226.5645950714672,1071.3203359241236,950.1915896735362,851.0146940999363,760.7002008713428,701.8243973820173
93,30.784212887972604,22.480335138366804,18.659303153276014,15.393740325017705,15.214699474777376,14.69808003194747,57.70231314563154,37.790218432674884,31.72300935263154,81.47772717271506,116.94733969601853,83.72286045144494,70.24041623748816,63.00307514196084,122.16868401246904,133.2022131403655,102.716534312454,136.78095027635285,118.19786041770293,92.56351961324958,75.93625041210598,61.62251574241168,55.82499091214829,54.35600038703826,49.583913387463426,43.36438391588447,37.56240294183299,35.28713928903913,31.218915028559547,30.739387310184828
94,1352.1937136322251,1228.2390759490256,1132.868554734961,1022.2513588574303,896.2568867953984,792.7766354705423,752.4679829561252,778.5085308473697,834.6268452825183,1010.5829532992669,1241.231470133905,1657.503280212955,1995.8122486350894,1994.4894702566628,1732.6571905240278,2407.122597794453,3426.3283262197497,4031.7304737214495,3591.590504760861,2582.9149267507833,2443.6295331539864,2264.1961702817416,1991.8884399339609,1814.796386951052,1585.2536201251035,1394.2619623518133,1226.3826373491465,1096.642133007562,990.9237759434536,895.9831104240219
97,355.3333946512343,310.4743870666265,263.48356582656976,211.3563293592722,198.42320859444462,236.5341639222224,372.19052554938276,440.15410150185136,379.6054148629634,915.5677963777313,1218.7162245444292,701.8143012851849,523.4297371333795,756.7040607036736,3961.88204379628,2384.1820180796767,1217.1024465518665,1275.4071532333335,850.8116431684728,650.0433767703544,541.6609515074541,415.20537717038553,368.574147968518,335.65728495802546,316.3444508203307,273.46514774076724,235.27241087964256,195.95931311111104,171.2909271481485,155.22423805555582
98,188.06081111111092,153.21883611105773,129.8688472222754,98.07503888888823,96.2228277777781,116.36422500000003,262.1626342592593,290.1765111111108,213.52351296296402,766.2442370369741,799.3425814814823,403.3435925925924,306.12267777783865,771.2242185184582,3218.8561277777776,1233.210750000062,768.1687888888873,758.6336611111118,462.26871851845726,369.8438407407399,279.961722222285,223.78325370370231,207.12925555555537,185.90734074074172,177.37806944439137,141.7053750000529,123.79130555555516,100.04508333333335,86.2258750000005,75.90298611111142
